,filename,count,count1,blob_hog_count
465,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-19_Flatbush_Ave__Willoughby.jpg,465,7,1
466,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-11_Flatbush_Ave__Willoughby.jpg,466,8,1
467,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-36_Flatbush_Ave__Willoughby.jpg,467,8,0
468,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-46_Flatbush_Ave__Willoughby.jpg,468,8,4
469,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-14_Flatbush_Ave__Willoughby.jpg,469,7,3
470,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-15_Flatbush_Ave__Willoughby.jpg,470,8,3
471,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-33_Flatbush_Ave__Willoughby.jpg,471,9,1
472,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-14_Flatbush_Ave__Willoughby.jpg,472,8,4
473,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-15_Flatbush_Ave__Willoughby.jpg,473,7,2
474,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-24_Flatbush_Ave__Willoughby.jpg,474,8,3
475,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-27_Flatbush_Ave__Willoughby.jpg,475,9,3
476,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-01_Flatbush_Ave__Willoughby.jpg,476,7,2
477,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-25_Flatbush_Ave__Willoughby.jpg,477,9,1
478,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-21_Flatbush_Ave__Willoughby.jpg,478,10,5
479,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-17_Flatbush_Ave__Willoughby.jpg,479,10,4
480,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-22_Flatbush_Ave__Willoughby.jpg,480,11,0
481,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-54_Flatbush_Ave__Willoughby.jpg,481,9,2
482,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-31_Flatbush_Ave__Willoughby.jpg,482,9,2
483,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-43_Flatbush_Ave__Willoughby.jpg,483,9,1
484,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-03_Flatbush_Ave__Willoughby.jpg,484,10,1
485,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-38_Flatbush_Ave__Willoughby.jpg,485,10,5
486,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-13_Flatbush_Ave__Willoughby.jpg,486,12,2
487,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-37_Flatbush_Ave__Willoughby.jpg,487,12,1
488,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-06_Flatbush_Ave__Willoughby.jpg,488,10,0
489,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-12_Flatbush_Ave__Willoughby.jpg,489,11,1
490,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-34_Flatbush_Ave__Willoughby.jpg,490,11,0
491,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-56_Flatbush_Ave__Willoughby.jpg,491,10,1
492,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-58_Flatbush_Ave__Willoughby.jpg,492,9,1
493,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-01_Flatbush_Ave__Willoughby.jpg,493,9,2
494,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-30_Flatbush_Ave__Willoughby.jpg,494,11,3
495,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-34_Flatbush_Ave__Willoughby.jpg,495,11,1
496,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-34_Flatbush_Ave__Willoughby.jpg,496,11,3
497,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-00_Flatbush_Ave__Willoughby.jpg,497,10,2
498,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-54_Flatbush_Ave__Willoughby.jpg,498,10,1
499,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-41_Flatbush_Ave__Willoughby.jpg,499,9,0
500,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-33_Flatbush_Ave__Willoughby.jpg,500,10,4
501,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-03_Flatbush_Ave__Willoughby.jpg,501,10,2
502,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-16_Flatbush_Ave__Willoughby.jpg,502,11,0
503,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-51_Flatbush_Ave__Willoughby.jpg,503,9,2
504,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-35_Flatbush_Ave__Willoughby.jpg,504,8,0
505,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-44_Flatbush_Ave__Willoughby.jpg,505,7,0
506,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-08_Flatbush_Ave__Willoughby.jpg,506,7,1
507,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-27_Flatbush_Ave__Willoughby.jpg,507,7,1
508,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-28_Flatbush_Ave__Willoughby.jpg,508,7,3
509,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-58_Flatbush_Ave__Willoughby.jpg,509,8,4
510,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-02_Flatbush_Ave__Willoughby.jpg,510,9,1
511,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-38_Flatbush_Ave__Willoughby.jpg,511,9,1
512,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-51_Flatbush_Ave__Willoughby.jpg,512,10,0
513,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-06_Flatbush_Ave__Willoughby.jpg,513,11,3
514,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-11_Flatbush_Ave__Willoughby.jpg,514,10,2
515,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-43_Flatbush_Ave__Willoughby.jpg,515,11,4
516,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-01_Flatbush_Ave__Willoughby.jpg,516,12,2
517,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-38_Flatbush_Ave__Willoughby.jpg,517,12,1
518,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-44_Flatbush_Ave__Willoughby.jpg,518,10,4
519,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-18_Flatbush_Ave__Willoughby.jpg,519,10,2
520,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-32_Flatbush_Ave__Willoughby.jpg,520,11,1
521,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-25_Flatbush_Ave__Willoughby.jpg,521,9,2
522,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-50_Flatbush_Ave__Willoughby.jpg,522,7,1
523,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-36_Flatbush_Ave__Willoughby.jpg,523,9,1
524,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-39_Flatbush_Ave__Willoughby.jpg,524,8,2
525,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-20_Flatbush_Ave__Willoughby.jpg,525,7,0
526,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-46_Flatbush_Ave__Willoughby.jpg,526,7,0
527,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-24_Flatbush_Ave__Willoughby.jpg,527,7,0
528,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-25_Flatbush_Ave__Willoughby.jpg,528,7,2
529,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-26_Flatbush_Ave__Willoughby.jpg,529,6,1
530,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-12_Flatbush_Ave__Willoughby.jpg,530,4,1
531,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-00_Flatbush_Ave__Willoughby.jpg,531,3,2
532,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-27_Flatbush_Ave__Willoughby.jpg,532,3,1
533,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-31_Flatbush_Ave__Willoughby.jpg,533,4,3
534,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-48_Flatbush_Ave__Willoughby.jpg,534,3,0
535,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-20_Flatbush_Ave__Willoughby.jpg,535,3,1
536,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-25_Flatbush_Ave__Willoughby.jpg,536,3,1
537,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-51_Flatbush_Ave__Willoughby.jpg,537,3,3
538,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-04_Flatbush_Ave__Willoughby.jpg,538,4,1
539,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-40_Flatbush_Ave__Willoughby.jpg,539,4,1
540,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-43_Flatbush_Ave__Willoughby.jpg,540,4,0
541,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-41_Flatbush_Ave__Willoughby.jpg,541,5,1
542,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-04_Flatbush_Ave__Willoughby.jpg,542,6,2
543,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-25_Flatbush_Ave__Willoughby.jpg,543,6,2
544,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-56_Flatbush_Ave__Willoughby.jpg,544,5,2
545,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-50_Flatbush_Ave__Willoughby.jpg,545,5,1
546,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-39_Flatbush_Ave__Willoughby.jpg,546,6,3
547,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-57_Flatbush_Ave__Willoughby.jpg,547,5,0
548,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-54_Flatbush_Ave__Willoughby.jpg,548,5,0
